Year_Test,Year,Test,Test_Type,Test_Year,Location,Location2,Trait,Meta_data_type,Value
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,ColumbiaMO,Columbia_MO,YieldBuA,Rows/Plot,4
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,PhillipsNE,Phillips_NE,YieldBuA,Rows/Plot,4
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,WymoreNE,Wymore_NE,YieldBuA,Rows/Plot,4
1994_UTIV,1994,UTIV,Uniform,UTIV_1994,FallsCityNE,FallsCity_NE,YieldBuA,Reps,
1994_UTIV,1994,UTIV,Uniform,UTIV_1994,LubbockTX,Lubbock_TX,YieldBuA,Reps,
1994_UTIV,1994,UTIV,Uniform,UTIV_1994,OrangeVA,Orange_VA,YieldBuA,Reps,
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,AmesIA,Ames_IA,YieldBuA,RowSp.,30
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,ArthurIL,Arthur_IL,YieldBuA,RowSp.,30
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,WanatahIN,Wanatah_IN,YieldBuA,RowSp.,30
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,30
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,OttawaKS,Ottawa_KS,YieldBuA,RowSp.,30
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,AlbanyMO,Albany_MO,YieldBuA,RowSp.,30
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,ColumbiaMO,Columbia_MO,YieldBuA,RowSp.,30
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,PhillipsNE,Phillips_NE,YieldBuA,RowSp.,30
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,WymoreNE,Wymore_NE,YieldBuA,RowSp.,30
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,AmesIA,Ames_IA,YieldBuA,C.V.,16
1997_UTIII,1997,UTIII,Uniform,UTIII_1997,PlainCityOH,PlainCity_OH,YieldBuA,L.S.D.,
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,ArthurIL,Arthur_IL,YieldBuA,C.V.,6.2
1997_UTIII,1997,UTIII,Uniform,UTIII_1997,LandisvillePA,Landisville_PA,YieldBuA,L.S.D.,
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,UrbanaIL,Urbana_IL,YieldBuA,C.V.,8.5
1997_UTIII,1997,UTIII,Uniform,UTIII_1997,UnionCountySD,UnionCounty_SD,YieldBuA,L.S.D.,
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,WanatahIN,Wanatah_IN,YieldBuA,C.V.,6.1
1997_UTIV,1997,UTIV,Uniform,UTIV_1997,VincennesIN,Vincennes_IN,YieldBuA,L.S.D.,
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,5.8
1997_UTIV,1997,UTIV,Uniform,UTIV_1997,FallsCityNE,FallsCity_NE,YieldBuA,L.S.D.,
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,OttawaKS,Ottawa_KS,YieldBuA,C.V.,3.8
1997_UTIV,1997,UTIV,Uniform,UTIV_1997,LandisvillePA,Landisville_PA,YieldBuA,L.S.D.,
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,AlbanyMO,Albany_MO,YieldBuA,C.V.,7.8
1997_UTIV,1997,UTIV,Uniform,UTIV_1997,LubbockTX,Lubbock_TX,YieldBuA,L.S.D.,
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,ColumbiaMO,Columbia_MO,YieldBuA,C.V.,8.8
1997_UTIV,1997,UTIV,Uniform,UTIV_1997,OrangeVA,Orange_VA,YieldBuA,L.S.D.,
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,PhillipsNE,Phillips_NE,YieldBuA,C.V.,6.2
1998_PT0,1998,PT0,Preliminary,PT0_1998,KanawhaIA,Kanawha_IA,YieldBuA,L.S.D.,
2019_UTIII,2019,UTIII,Uniform,UTIII_2019,WymoreNE,Wymore_NE,YieldBuA,C.V.,6.9
1998_PT0,1998,PT0,Preliminary,PT0_1998,PocahontasIA,Pocahontas_IA,YieldBuA,L.S.D.,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,RomneyIN,Romney_IN,YieldBuA,Rows/Plot,2
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,WoosterOH,Wooster_OH,YieldBuA,RowSp.,7.5
1995_PTI,1995,PTI,Preliminary,PTI_1995,ArlingtonWI,Arlington_WI,YieldBuA,Reps,
1995_PTIIA,1995,PTIIA,Preliminary,PTIIA_1995,BeresfordSD,Beresford_SD,YieldBuA,Reps,
1995_PTIIA,1995,PTIIA,Preliminary,PTIIA_1995,ArlingtonWI,Arlington_WI,YieldBuA,Reps,
1995_PTIIB,1995,PTIIB,Preliminary,PTIIB_1995,BeresfordSD,Beresford_SD,YieldBuA,Reps,
1995_PTIIB,1995,PTIIB,Preliminary,PTIIB_1995,ArlingtonWI,Arlington_WI,YieldBuA,Reps,
1995_PTIIIA,1995,PTIIIA,Preliminary,PTIIIA_1995,ElkPointSD,ElkPoint_SD,YieldBuA,Reps,
1995_PTIIIB,1995,PTIIIB,Preliminary,PTIIIB_1995,ElkPointSD,ElkPoint_SD,YieldBuA,Reps,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,ArthurIL,Arthur_IL,YieldBuA,Rows/Plot,4
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,WanatahIN,Wanatah_IN,YieldBuA,Rows/Plot,4
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,AlbanyMO,Albany_MO,YieldBuA,Rows/Plot,4
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,ColumbiaMO,Columbia_MO,YieldBuA,Rows/Plot,4
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,PhillipsNE,Phillips_NE,YieldBuA,Rows/Plot,4
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,WoosterOH,Wooster_OH,YieldBuA,Rows/Plot,6
1995_PTIVA,1995,PTIVA,Preliminary,PTIVA_1995,VincennesIN,Vincennes_IN,YieldBuA,Reps,
1995_PTIVA,1995,PTIVA,Preliminary,PTIVA_1995,PortagevilleMO,Portageville_MO,YieldBuA,Reps,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,ArthurIL,Arthur_IL,YieldBuA,RowSp.,30
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,RomneyIN,Romney_IN,YieldBuA,RowSp.,30
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,WanatahIN,Wanatah_IN,YieldBuA,RowSp.,30
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,30
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,AlbanyMO,Albany_MO,YieldBuA,RowSp.,30
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,ColumbiaMO,Columbia_MO,YieldBuA,RowSp.,30
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,PhillipsNE,Phillips_NE,YieldBuA,RowSp.,30
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,ArthurIL,Arthur_IL,YieldBuA,C.V.,13.1
1998_PT0,1998,PT0,Preliminary,PT0_1998,InghamCountyMI,InghamCounty_MI,YieldBuA,L.S.D.,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,UrbanaIL,Urbana_IL,YieldBuA,C.V.,11.6
1998_PTI,1998,PTI,Preliminary,PTI_1998,InghamCountyMI,InghamCounty_MI,YieldBuA,L.S.D.,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,RomneyIN,Romney_IN,YieldBuA,C.V.,8.7
1998_PTIIA,1998,PTIIA,Preliminary,PTIIA_1998,AdelphiaNJ,Adelphia_NJ,YieldBuA,L.S.D.,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,WanatahIN,Wanatah_IN,YieldBuA,C.V.,6.5
1998_PTIIB,1998,PTIIB,Preliminary,PTIIB_1998,KeystoneIA,Keystone_IA,YieldBuA,L.S.D.,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,6.1
1998_PTIIIA,1998,PTIIIA,Preliminary,PTIIIA_1998,SCharlestonOH,SCharleston_OH,YieldBuA,L.S.D.,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,AlbanyMO,Albany_MO,YieldBuA,C.V.,9.5
1998_PTIIIB,1998,PTIIIB,Preliminary,PTIIIB_1998,SCharlestonOH,SCharleston_OH,YieldBuA,L.S.D.,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,ColumbiaMO,Columbia_MO,YieldBuA,C.V.,10.7
1998_PTIVA,1998,PTIVA,Preliminary,PTIVA_1998,QueenstownMD,Queenstown_MD,YieldBuA,L.S.D.,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,PhillipsNE,Phillips_NE,YieldBuA,C.V.,4.5
1998_PTIVA,1998,PTIVA,Preliminary,PTIVA_1998,PortagevilleMO,Portageville_MO,YieldBuA,L.S.D.,
2019_UTIIIRR,2019,UTIIIRR,Uniform,UTIIIRR_2019,WoosterOH,Wooster_OH,YieldBuA,C.V.,13.9
1998_PTIVB,1998,PTIVB,Preliminary,PTIVB_1998,PortagevilleMO,Portageville_MO,YieldBuA,L.S.D.,
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,WoosterOH,Wooster_OH,YieldBuA,RowSp.,7.5
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,BrittonMI,Britton_MI,YieldBuA,RowSp.,15
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,EastLansingMI,EastLansing_MI,YieldBuA,RowSp.,15
1995_PTIVB,1995,PTIVB,Preliminary,PTIVB_1995,VincennesIN,Vincennes_IN,YieldBuA,Reps,
1995_PTIVB,1995,PTIVB,Preliminary,PTIVB_1995,PortagevilleMO,Portageville_MO,YieldBuA,Reps,
1995_UT0,1995,UT0,Uniform,UT0_1995,SaintCesaireQUE,SaintCesaire_QUE,YieldBuA,Reps,
1995_UTI,1995,UTI,Uniform,UTI_1995,StateCollegePA,StateCollege_PA,YieldBuA,Reps,
1995_UTII,1995,UTII,Uniform,UTII_1995,SpickardMO,Spickard_MO,YieldBuA,Reps,
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,PontiacIL,Pontiac_IL,YieldBuA,Rows/Plot,4
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,WanatahIN,Wanatah_IN,YieldBuA,Rows/Plot,4
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,PhillipsNE,Phillips_NE,YieldBuA,Rows/Plot,4
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,BrittonMI,Britton_MI,YieldBuA,Rows/Plot,6
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,EastLansingMI,EastLansing_MI,YieldBuA,Rows/Plot,6
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,WoosterOH,Wooster_OH,YieldBuA,Rows/Plot,6
1996_PTI,1996,PTI,Preliminary,PTI_1996,ArlingtonWI,Arlington_WI,YieldBuA,Reps,
1996_PTIIA,1996,PTIIA,Preliminary,PTIIA_1996,ArlingtonWI,Arlington_WI,YieldBuA,Reps,
1996_PTIIB,1996,PTIIB,Preliminary,PTIIB_1996,WoodsleeONT,Woodslee_ONT,YieldBuA,Reps,
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,PontiacIL,Pontiac_IL,YieldBuA,RowSp.,30
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,WanatahIN,Wanatah_IN,YieldBuA,RowSp.,30
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,30
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,PhillipsNE,Phillips_NE,YieldBuA,RowSp.,30
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,PontiacIL,Pontiac_IL,YieldBuA,C.V.,7.3
1998_UTI,1998,UTI,Uniform,UTI_1998,GreeneIA,Greene_IA,YieldBuA,L.S.D.,
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,UrbanaIL,Urbana_IL,YieldBuA,C.V.,5.8
1998_UTI,1998,UTI,Uniform,UTI_1998,InghamCountyMI,InghamCounty_MI,YieldBuA,L.S.D.,
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,WanatahIN,Wanatah_IN,YieldBuA,C.V.,8.8
1998_UTI,1998,UTI,Uniform,UTI_1998,SaginawCountyMI,SaginawCounty_MI,YieldBuA,L.S.D.,
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,4.8
1998_UTI,1998,UTI,Uniform,UTI_1998,StateCollegePA,StateCollege_PA,YieldBuA,L.S.D.,
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,BrittonMI,Britton_MI,YieldBuA,C.V.,9.4
1998_UTII,1998,UTII,Uniform,UTII_1998,KeystoneIA,Keystone_IA,YieldBuA,L.S.D.,
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,EastLansingMI,EastLansing_MI,YieldBuA,C.V.,17
1998_UTII,1998,UTII,Uniform,UTII_1998,InghamCountyMI,InghamCounty_MI,YieldBuA,L.S.D.,
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,PhillipsNE,Phillips_NE,YieldBuA,C.V.,5
1998_UTII,1998,UTII,Uniform,UTII_1998,LenaweeCountyMI,LenaweeCounty_MI,YieldBuA,L.S.D.,
2019_UTIIRR,2019,UTIIRR,Uniform,UTIIRR_2019,WoosterOH,Wooster_OH,YieldBuA,C.V.,10.3
1998_UTII,1998,UTII,Uniform,UTII_1998,SpickardMO,Spickard_MO,YieldBuA,L.S.D.,
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,EastLansingMI,EastLansing_MI,YieldBuA,RowSp.,15
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,SaginawCountyMI,SaginawCounty_MI,YieldBuA,RowSp.,15
1996_PTIIB,1996,PTIIB,Preliminary,PTIIB_1996,ArlingtonWI,Arlington_WI,YieldBuA,Reps,
1996_PTIIIA,1996,PTIIIA,Preliminary,PTIIIA_1996,ElkPointSD,ElkPoint_SD,YieldBuA,Reps,
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,WanatahIN,Wanatah_IN,YieldBuA,Rows/Plot,4
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,DanversMN,Danvers_MN,YieldBuA,Rows/Plot,4
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,MorrisMN,Morris_MN,YieldBuA,Rows/Plot,4
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,RosemountMN,Rosemount_MN,YieldBuA,Rows/Plot,4
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,EastLansingMI,EastLansing_MI,YieldBuA,Rows/Plot,6
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,SaginawCountyMI,SaginawCounty_MI,YieldBuA,Rows/Plot,6
1996_PTIIIB,1996,PTIIIB,Preliminary,PTIIIB_1996,ElkPointSD,ElkPoint_SD,YieldBuA,Reps,
1996_PTIVA,1996,PTIVA,Preliminary,PTIVA_1996,PortagevilleMO,Portageville_MO,YieldBuA,Reps,
1996_PTIVB,1996,PTIVB,Preliminary,PTIVB_1996,PortagevilleMO,Portageville_MO,YieldBuA,Reps,
1996_UT0,1996,UT0,Uniform,UT0_1996,LAcadieQUE,LAcadie_QUE,YieldBuA,Reps,
1996_UTI,1996,UTI,Uniform,UTI_1996,StateCollegePA,StateCollege_PA,YieldBuA,Reps,
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,WanatahIN,Wanatah_IN,YieldBuA,RowSp.,30
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,30
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,DanversMN,Danvers_MN,YieldBuA,RowSp.,30
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,MorrisMN,Morris_MN,YieldBuA,RowSp.,30
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,RosemountMN,Rosemount_MN,YieldBuA,RowSp.,30
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,WanatahIN,Wanatah_IN,YieldBuA,C.V.,6.79
1998_UTII,1998,UTII,Uniform,UTII_1998,AdelphiaNJ,Adelphia_NJ,YieldBuA,L.S.D.,
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,9.03
1998_UTII,1998,UTII,Uniform,UTII_1998,StateCollegePA,StateCollege_PA,YieldBuA,L.S.D.,
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,EastLansingMI,EastLansing_MI,YieldBuA,C.V.,12.9
1998_UTIII,1998,UTIII,Uniform,UTIII_1998,MiddletownDE,Middletown_DE,YieldBuA,L.S.D.,
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,SaginawCountyMI,SaginawCounty_MI,YieldBuA,C.V.,6.7
1998_UTIII,1998,UTIII,Uniform,UTIII_1998,FairfieldIA,Fairfield_IA,YieldBuA,L.S.D.,
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,DanversMN,Danvers_MN,YieldBuA,C.V.,9.5
1998_UTIII,1998,UTIII,Uniform,UTIII_1998,VincennesIN,Vincennes_IN,YieldBuA,L.S.D.,
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,MorrisMN,Morris_MN,YieldBuA,C.V.,15.5
1998_UTIII,1998,UTIII,Uniform,UTIII_1998,GrandPassMO,GrandPass_MO,YieldBuA,L.S.D.,
2019_UTIRR,2019,UTIRR,Uniform,UTIRR_2019,RosemountMN,Rosemount_MN,YieldBuA,C.V.,9.1
1998_UTIII,1998,UTIII,Uniform,UTIII_1998,LandisvillePA,Landisville_PA,YieldBuA,L.S.D.,
1996_UTII,1996,UTII,Uniform,UTII_1996,SpickardMO,Spickard_MO,YieldBuA,Reps,
1996_UTII,1996,UTII,Uniform,UTII_1996,RidgetownONT,Ridgetown_ONT,YieldBuA,Reps,
1996_UTII,1996,UTII,Uniform,UTII_1996,WoodsleeONT,Woodslee_ONT,YieldBuA,Reps,
1996_UTII,1996,UTII,Uniform,UTII_1996,StateCollegePA,StateCollege_PA,YieldBuA,Reps,
1996_UTII,1996,UTII,Uniform,UTII_1996,ArlingtonWI,Arlington_WI,YieldBuA,Reps,
1996_UTIV,1996,UTIV,Uniform,UTIV_1996,TopekaKS,Topeka_KS,YieldBuA,Reps,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,FloraIL,Flora_IL,YieldBuA,Rows/Plot,4
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,IvesdaleIL,Ivesdale_IL,YieldBuA,Rows/Plot,4
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,ManhattanKS,Manhattan_KS,YieldBuA,Rows/Plot,4
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,OttawaKS,Ottawa_KS,YieldBuA,Rows/Plot,4
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,RileyKS,Riley_KS,YieldBuA,Rows/Plot,4
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,AlbanyMO,Albany_MO,YieldBuA,Rows/Plot,4
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,ColumbiaMO,Columbia_MO,YieldBuA,Rows/Plot,4
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,PortagevilleClayMO,PortagevilleClay_MO,YieldBuA,Rows/Plot,4
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,Rows/Plot,4
1996_UTIV,1996,UTIV,Uniform,UTIV_1996,FallsCityNE,FallsCity_NE,YieldBuA,Reps,
1996_UTIV,1996,UTIV,Uniform,UTIV_1996,LandisvillePA,Landisville_PA,YieldBuA,Reps,
1996_UTIV,1996,UTIV,Uniform,UTIV_1996,LubbockTX,Lubbock_TX,YieldBuA,Reps,
1996_UTIV,1996,UTIV,Uniform,UTIV_1996,OrangeVA,Orange_VA,YieldBuA,Reps,
1997_PTI,1997,PTI,Preliminary,PTI_1997,ArlingtonWI,Arlington_WI,YieldBuA,Reps,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,FloraIL,Flora_IL,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,IvesdaleIL,Ivesdale_IL,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,UrbanaIL,Urbana_IL,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,LafayetteIN,Lafayette_IN,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,ManhattanKS,Manhattan_KS,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,OttawaKS,Ottawa_KS,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,RileyKS,Riley_KS,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,AlbanyMO,Albany_MO,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,ColumbiaMO,Columbia_MO,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,PortagevilleClayMO,PortagevilleClay_MO,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,RowSp.,30
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,FloraIL,Flora_IL,YieldBuA,C.V.,10.8
1998_UTIV,1998,UTIV,Uniform,UTIV_1998,LandisvillePA,Landisville_PA,YieldBuA,L.S.D.,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,IvesdaleIL,Ivesdale_IL,YieldBuA,C.V.,4.1
1998_UTIV,1998,UTIV,Uniform,UTIV_1998,LubbockTX,Lubbock_TX,YieldBuA,L.S.D.,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,UrbanaIL,Urbana_IL,YieldBuA,C.V.,7.5
1999_PT0,1999,PT0,Preliminary,PT0_1999,KanawhaIA,Kanawha_IA,YieldBuA,L.S.D.,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,LafayetteIN,Lafayette_IN,YieldBuA,C.V.,5.38
1999_PTI,1999,PTI,Preliminary,PTI_1999,ArlingtonWI,Arlington_WI,YieldBuA,L.S.D.,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,ManhattanKS,Manhattan_KS,YieldBuA,C.V.,4.8
1999_PTIIA,1999,PTIIA,Preliminary,PTIIA_1999,AdelphiaNJ,Adelphia_NJ,YieldBuA,L.S.D.,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,OttawaKS,Ottawa_KS,YieldBuA,C.V.,4.6
1999_PTIIA,1999,PTIIA,Preliminary,PTIIA_1999,ArlingtonWI,Arlington_WI,YieldBuA,L.S.D.,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,RileyKS,Riley_KS,YieldBuA,C.V.,4.7
1999_PTIIB,1999,PTIIB,Preliminary,PTIIB_1999,AdelphiaNJ,Adelphia_NJ,YieldBuA,L.S.D.,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,AlbanyMO,Albany_MO,YieldBuA,C.V.,4.7
1999_PTIIB,1999,PTIIB,Preliminary,PTIIB_1999,BeresfordSD,Beresford_SD,YieldBuA,L.S.D.,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,ColumbiaMO,Columbia_MO,YieldBuA,C.V.,6.7
1999_PTIIB,1999,PTIIB,Preliminary,PTIIB_1999,ArlingtonWI,Arlington_WI,YieldBuA,L.S.D.,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,PortagevilleClayMO,PortagevilleClay_MO,YieldBuA,C.V.,10
1999_PTIIIA,1999,PTIIIA,Preliminary,PTIIIA_1999,ElkPointSD,ElkPoint_SD,YieldBuA,L.S.D.,
2019_UTIV,2019,UTIV,Uniform,UTIV_2019,PortagevilleLoamMO,PortagevilleLoam_MO,YieldBuA,C.V.,15.5
1999_PTIIIB,1999,PTIIIB,Preliminary,PTIIIB_1999,ElkPointSD,ElkPoint_SD,YieldBuA,L.S.D.,
2019_UTIVRR,2019,UTIVRR,Uniform,UTIVRR_2019,RomneyIN,Romney_IN,YieldBuA,Rows/Plot,2
1997_PTIIIA,1997,PTIIIA,Preliminary,PTIIIA_1997,ElkPointSD,ElkPoint_SD,YieldBuA,Reps,
1997_PTIIIB,1997,PTIIIB,Preliminary,PTIIIB_1997,ElkPointSD,ElkPoint_SD,YieldBuA,Reps,
1997_PTIVA,1997,PTIVA,Preliminary,PTIVA_1997,VincennesIN,Vincennes_IN,YieldBuA,Reps,
1997_PTIVA,1997,PTIVA,Preliminary,PTIVA_1997,PortagevilleMO,Portageville_MO,YieldBuA,Reps,
1997_PTIVB,1997,PTIVB,Preliminary,PTIVB_1997,VincennesIN,Vincennes_IN,YieldBuA,Reps,
2019_UTIVRR,2019,UTIVRR,Uniform,UTIVRR_2019,FloraIL,Flora_IL,YieldBuA,Rows/Plot,4
2019_UTIVRR,2019,UTIVRR,Uniform,UTIVRR_2019,UrbanaIL,Urbana_IL,YieldBuA,Rows/Plot,4
2019_UTIVRR,2019,UTIVRR,Uniform,UTIVRR_2019,LafayetteIN,Lafayette_IN,YieldBuA,Rows/Plot,4
